     28.707882265768      1.042025301515                      a               2             1.0000       2296631.5813             0.9875            13.3370             1.6899         40000.5000
     27.911748067987      0.612340422324                     0>               3             1.5850       2232941.4304             0.4028             0.9450             1.5133         53333.6680
     27.791215367671      0.437878008576                   aRa/             146             7.1898       2223304.4192             0.4450             2.3696             1.6461         13009.5068
     27.735939571745      0.999697599113                  0>a>/             747             9.5450       2218884.7107             0.3814             1.3570             1.5669          7459.5825
     27.735899318400     -0.999708477373                 0>a>~/            4653            12.1839       2218884.1294             0.3814             1.3570             1.5673          4247.6597
     27.735899318399     -0.999708477373                aaa>~*/            8008            12.9672       2218884.9127             0.3814             1.3570             1.5673          4458.9126
     27.729583233648      1.568384634133                aa>/R~>           20532            14.3256       2218380.9843             0.3944             1.3913             1.5979          3617.0815
     27.724888715997      1.343370144365                0>aa>+/           27471            14.7456       2218005.8429             0.3971             1.4075             1.6148          3713.0979
     27.724888715997      1.343370144365               aaa>+/a/           63406            15.9523       2218007.0496             0.3971             1.4075             1.6148          3689.8154
     27.716012894101     -1.118880354041               aaa*>R~+           70974            16.1150       2217297.1465             0.3880             1.4190             1.6038          3606.2073
     27.715974153556      1.118862927326               aa*>Ra~+          170470            17.3792       2217295.3114             0.3880             1.4190             1.6041          3394.2646
