     29.999999599507                      P               1             0.0000        299999.9960        999970.0000             0.0000             0.0000         10000.0000
     29.832063978128                      a               2             1.0000        298321.6398             0.1679             0.0000             0.0033         10000.0000
     20.161841598565                      b               3             1.5850        201620.0009             9.6702             0.0000             0.0531         10000.0000
     19.026807772776                    ba/              63             5.9773        190274.0550             1.1350             0.0000             0.0622           635.8571
     16.466224246753                   abR/             596             9.2192        164671.4616             2.5606             0.0000             0.0854            84.9027
     15.719132082183                  abRS/            6536            12.6742        157203.9950             0.7471             0.0000             0.0924            10.1850
     13.550156646127                 bPaR-/           45033            15.4587        135517.0252             2.1690             0.0000             0.0533             2.5677
     12.621080826909                baaRS*/          554931            19.0819        126229.8902             0.9291             0.0000             0.0330             1.1461
     12.366530443293               baPaR*-/         6774831            22.6918        123687.9962             0.2546             0.0000             0.0528             1.0303
     11.703887478079               aPP*-bS/        10169726            23.2778        117062.1526             0.6626             0.0000             0.0594             1.0229
